video_id,path,duration
2058,/videos/2020-02-01/savoyards-hognuts.mp4,48
2059,/videos/2020-02-01/woon-issues.mp4,24
2060,/root/bucket1/pakihis-shirtband.mp4,51
2061,/root/bucket2/fetchers-lovesome.mp4,35
2062,/videos/2020-02-02/inconcinnity-deified.mp4,29
2063,/root/bucket4/essentialised-roisterous.mp4,48
2064,/videos/2020-02-01/constitutionalism-wourali.mp4,16
2065,/videos/2020-02-01/squiresses-bigheadedness.mp4,31
2066,/videos/2020-02-03/cauterized-appropriation.mp4,44
2067,/media/dubitates-homologise.mp4,24
2068,/videos/2020-02-04/psammophyte-unwithered.mp4,30
2069,/media/nonresident-scrofulously.mp4,27
2070,/media/bouses-devitalizing.mp4,13
2071,/videos/2020-02-04/snippily-foresee.mp4,12
2072,/root/bucket1/associabilities-impenetrated.mp4,39
2073,/root/bucket4/balletomania-falderaling.mp4,59
2074,/media/sithen-interfiber.mp4,26
2075,/videos/2020-02-02/inconvertible-exsiccates.mp4,30
2076,/root/bucket1/budgeter-intravenous.mp4,48
2077,/root/bucket3/duckshoves-colorers.mp4,7
2078,/root/bucket1/flashlamps-oligarchically.mp4,48
2079,/root/bucket4/presummit-sibyllic.mp4,36
2080,/root/bucket1/uncured-shmooziest.mp4,43
2081,/videos/2020-02-02/abuna-billon.mp4,9
2082,/videos/2020-02-01/texturising-venatic.mp4,59
2083,/videos/2020-02-01/derestricted-copycat.mp4,38
2084,/root/bucket1/ipecacs-unvulgar.mp4,25
2085,/root/bucket5/oilcamps-newsbreaks.mp4,18
2086,/root/bucket4/fernier-odiousnesses.mp4,6
2087,/root/bucket3/unequalled-colleger.mp4,48
2088,/root/bucket4/parmacitie-scintillator.mp4,37
2089,/root/bucket4/slipnooses-hissers.mp4,35
2090,/videos/2020-02-01/whitewashed-oversteer.mp4,42
2091,/root/bucket5/unpretentious-verbena.mp4,32
2092,/root/bucket3/beadiest-chorusmasters.mp4,36
2093,/media/essentialised-roisterous.mp4,58
2094,/videos/2020-02-02/eukaryon-claim.mp4,55
2095,/root/bucket2/jambee-tee.mp4,47
2096,/media/roue-mallanders.mp4,34
2097,/root/bucket2/parrs-silviculturally.mp4,12
2098,/root/bucket5/ecstasising-zootechnical.mp4,48
2099,/media/cyclodiene-grasshook.mp4,55
93,/videos/2020-02-01/chats-conditionate-short.mp4,22
1846,/root/bucket3/chats-conditionate-long.mp4,45
416,/root/bucket5/isomerizing-louma-short.mp4,14
1504,/videos/2020-02-03/isomerizing-louma-long.mp4,57
1452,/root/bucket4/tipcat-preorder-short.mp4,23
62,/root/bucket3/tipcat-preorder-long.mp4,53
292,/root/bucket4/incipient-mumpishly-short.mp4,19
1265,/root/bucket3/incipient-mumpishly-long.mp4,48
1761,/videos/2020-02-01/xylorimbas-drosophilas-short.mp4,15
1635,/root/bucket5/xylorimbas-drosophilas-long.mp4,42
546,/videos/2020-02-03/disloyalties-modulates-short.mp4,23
1876,/root/bucket5/disloyalties-modulates-long.mp4,48
23,/root/bucket3/scoreboards-preselections-short.mp4,5
1416,/videos/2020-02-01/scoreboards-preselections-long.mp4,45
901,/root/bucket2/tiptop-stummel-short.mp4,23
1453,/videos/2020-02-02/tiptop-stummel-long.mp4,58
342,/videos/2020-02-02/also-subovate-short.mp4,7
1471,/root/bucket5/also-subovate-long.mp4,54
33,/root/bucket1/stimy-cathodically-short.mp4,5
898,/root/bucket3/stimy-cathodically-long.mp4,38
569,/media/basher-jarping-short.mp4,29
899,/root/bucket5/basher-jarping-long.mp4,34
941,/root/bucket4/nonresident-scrofulously-short.mp4,23
474,/root/bucket2/nonresident-scrofulously-long.mp4,37
394,/root/bucket1/reembark-avoidance-short.mp4,23
1327,/videos/2020-02-04/reembark-avoidance-long.mp4,57
1746,/root/bucket4/electrophysiologically-toothless-short.mp4,17
247,/root/bucket5/electrophysiologically-toothless-long.mp4,50
614,/videos/2020-02-01/salmagundi-excommunications-short.mp4,7
1442,/videos/2020-02-03/salmagundi-excommunications-long.mp4,45
1435,/root/bucket1/elasticness-bandager-short.mp4,10
793,/videos/2020-02-03/elasticness-bandager-long.mp4,37
718,/videos/2020-02-01/carboxylases-faint-short.mp4,24
1329,/videos/2020-02-04/carboxylases-faint-long.mp4,55
206,/videos/2020-02-01/redshirted-deflexional-short.mp4,15
949,/root/bucket1/redshirted-deflexional-long.mp4,46
890,/root/bucket1/tarpon-hamartiology-short.mp4,12
470,/root/bucket4/tarpon-hamartiology-long.mp4,29
1404,/root/bucket3/praetorships-buggering-short.mp4,8
1937,/videos/2020-02-01/praetorships-buggering-long.mp4,30
997,/videos/2020-02-03/lurch-galivant-short.mp4,10
602,/root/bucket5/lurch-galivant-long.mp4,33
1315,/root/bucket4/deflowering-insincerities-short.mp4,18
1465,/videos/2020-02-02/deflowering-insincerities-long.mp4,29
249,/videos/2020-02-04/bibliothecae-blackjack-short.mp4,13
1506,/root/bucket3/bibliothecae-blackjack-long.mp4,51
286,/root/bucket4/prioritises-macromolecular-short.mp4,6
1767,/root/bucket3/prioritises-macromolecular-long.mp4,60
266,/videos/2020-02-02/moleskin-depuratives-short.mp4,30
987,/media/moleskin-depuratives-long.mp4,52
1006,/root/bucket3/liquidating-set-short.mp4,18
328,/root/bucket3/liquidating-set-long.mp4,26
1763,/videos/2020-02-02/orchestraters-septentrional-short.mp4,7
388,/root/bucket2/orchestraters-septentrional-long.mp4,33
784,/root/bucket4/retimed-stelleridan-short.mp4,12
998,/videos/2020-02-03/retimed-stelleridan-long.mp4,38
1679,/root/bucket3/accended-marooned-short.mp4,12
227,/videos/2020-02-02/accended-marooned-long.mp4,29
1161,/videos/2020-02-02/alexine-dapperer-short.mp4,6
461,/root/bucket4/alexine-dapperer-long.mp4,41
1120,/root/bucket2/nationalisms-anecdotist-short.mp4,7
1378,/root/bucket1/nationalisms-anecdotist-long.mp4,25
1330,/root/bucket1/bichrome-confiseurs-short.mp4,21
1608,/videos/2020-02-01/bichrome-confiseurs-long.mp4,51
667,/root/bucket3/italicisation-drinkablenesses-short.mp4,16
1625,/root/bucket4/italicisation-drinkablenesses-long.mp4,33
252,/root/bucket3/diplozoic-pellack-short.mp4,19
298,/videos/2020-02-03/diplozoic-pellack-long.mp4,34
1878,/root/bucket4/disinvest-branders-short.mp4,15
1108,/root/bucket5/disinvest-branders-long.mp4,59
1332,/root/bucket4/flashlamps-oligarchically-short.mp4,11
486,/videos/2020-02-02/flashlamps-oligarchically-long.mp4,31
1284,/root/bucket3/eyeshadows-disentrail-short.mp4,24
1534,/videos/2020-02-03/eyeshadows-disentrail-long.mp4,34
1999,/videos/2020-02-01/multitudes-bedticks-short.mp4,14
1188,/root/bucket5/multitudes-bedticks-long.mp4,56
1410,/root/bucket5/counterarguments-bagpiping-short.mp4,26
730,/videos/2020-02-01/counterarguments-bagpiping-long.mp4,39
1605,/root/bucket1/inundated-gutsers-short.mp4,21
346,/videos/2020-02-02/inundated-gutsers-long.mp4,47
962,/videos/2020-02-02/manoscopy-naifer-short.mp4,30
954,/videos/2020-02-01/manoscopy-naifer-long.mp4,32
1197,/videos/2020-02-04/cantharidic-misfires-short.mp4,29
1961,/root/bucket4/cantharidic-misfires-long.mp4,43
593,/root/bucket5/supplicatory-dicrotism-short.mp4,9
577,/videos/2020-02-04/supplicatory-dicrotism-long.mp4,32
1805,/root/bucket4/iconolater-numerate-short.mp4,6
442,/root/bucket1/iconolater-numerate-long.mp4,47
216,/root/bucket4/librations-nichering-short.mp4,12
404,/media/librations-nichering-long.mp4,57
1467,/videos/2020-02-01/fumarolic-manyfold-short.mp4,29
649,/root/bucket2/fumarolic-manyfold-long.mp4,35
1836,/root/bucket3/merceries-pyranoside-short.mp4,23
516,/root/bucket4/merceries-pyranoside-long.mp4,58
1136,/root/bucket3/convexity-pinchbugs-short.mp4,23
1640,/root/bucket3/convexity-pinchbugs-long.mp4,40
739,/root/bucket4/mollycoddles-gullying-short.mp4,15
135,/root/bucket5/mollycoddles-gullying-long.mp4,52
1690,/videos/2020-02-02/faineances-panpsychists-short.mp4,10
1667,/videos/2020-02-01/faineances-panpsychists-long.mp4,43
527,/videos/2020-02-03/howling-oeuvre-short.mp4,8
1463,/videos/2020-02-01/howling-oeuvre-long.mp4,33
1054,/root/bucket5/weightlessness-underestimations-short.mp4,23
706,/root/bucket1/weightlessness-underestimations-long.mp4,36
1055,/root/bucket5/microbiological-singing-short.mp4,14
3,/root/bucket4/microbiological-singing-long.mp4,58
287,/root/bucket2/medics-funner-short.mp4,25
1083,/root/bucket2/medics-funner-long.mp4,50
417,/media/finaliser-monohydric-short.mp4,8
630,/root/bucket1/finaliser-monohydric-long.mp4,47
1454,/media/anopsia-sentimentalism-short.mp4,28
1383,/media/anopsia-sentimentalism-long.mp4,28
142,/root/bucket5/voltaic-interpolates-short.mp4,13
40,/media/voltaic-interpolates-long.mp4,39
917,/root/bucket4/beadiest-chorusmasters-short.mp4,21
654,/root/bucket5/beadiest-chorusmasters-long.mp4,45
241,/root/bucket2/hules-belleters-short.mp4,25
634,/videos/2020-02-04/hules-belleters-long.mp4,25
707,/root/bucket4/suppressed-gillnets-short.mp4,26
1843,/media/suppressed-gillnets-long.mp4,26
27,/media/tsardom-iodoforms-short.mp4,22
1554,/videos/2020-02-01/tsardom-iodoforms-long.mp4,40
535,/videos/2020-02-02/guslar-lithiums-short.mp4,9
1320,/root/bucket2/guslar-lithiums-long.mp4,34
1766,/videos/2020-02-04/puns-vicarship-short.mp4,9
743,/root/bucket2/puns-vicarship-long.mp4,27
564,/videos/2020-02-01/tranquilize-supranationalisms-short.mp4,27
202,/videos/2020-02-03/tranquilize-supranationalisms-long.mp4,40
499,/root/bucket5/roughened-simonise-short.mp4,9
63,/root/bucket1/roughened-simonise-long.mp4,54
1069,/videos/2020-02-01/brashing-randomizations-short.mp4,6
1117,/videos/2020-02-04/brashing-randomizations-long.mp4,50
1817,/root/bucket1/skyman-crossroad-short.mp4,25
1390,/videos/2020-02-03/skyman-crossroad-long.mp4,50
1954,/videos/2020-02-04/barters-unsteadies-short.mp4,5
878,/videos/2020-02-04/barters-unsteadies-long.mp4,35
434,/root/bucket5/abandonment-distinctness-short.mp4,18
981,/videos/2020-02-02/abandonment-distinctness-long.mp4,60
980,/videos/2020-02-02/hefted-soliloquists-short.mp4,8
1940,/root/bucket3/hefted-soliloquists-long.mp4,35
1837,/media/vexillologies-echinuses-short.mp4,13
94,/root/bucket1/vexillologies-echinuses-long.mp4,56
408,/root/bucket5/terpineols-stereotyper-short.mp4,14
1042,/videos/2020-02-01/terpineols-stereotyper-long.mp4,42
1850,/root/bucket5/uncategorisable-lilts-short.mp4,15
919,/root/bucket1/uncategorisable-lilts-long.mp4,52
1774,/media/balletomania-falderaling-short.mp4,7
140,/root/bucket1/balletomania-falderaling-long.mp4,31
1590,/videos/2020-02-03/caudillos-desertified-short.mp4,28
1929,/media/caudillos-desertified-long.mp4,29
597,/media/baken-welch-short.mp4,13
1496,/root/bucket1/baken-welch-long.mp4,53
803,/root/bucket2/coemploy-hysteranthous-short.mp4,28
81,/videos/2020-02-01/coemploy-hysteranthous-long.mp4,33
51,/videos/2020-02-03/ascertain-pleas-short.mp4,27
1879,/root/bucket1/ascertain-pleas-long.mp4,46
1628,/root/bucket3/centennially-rockfalls-short.mp4,18
1741,/videos/2020-02-02/centennially-rockfalls-long.mp4,55
615,/root/bucket5/mumbliest-phial-short.mp4,9
1275,/root/bucket2/mumbliest-phial-long.mp4,45
1637,/root/bucket3/cinquecentos-feignednesses-short.mp4,16
101,/videos/2020-02-02/cinquecentos-feignednesses-long.mp4,59
520,/videos/2020-02-02/compradore-blit-short.mp4,24
294,/root/bucket2/compradore-blit-long.mp4,44
1619,/media/toluols-reaedifyed-short.mp4,23
280,/root/bucket5/toluols-reaedifyed-long.mp4,36
915,/root/bucket1/joggling-destructo-short.mp4,29
1987,/media/joggling-destructo-long.mp4,48
1631,/videos/2020-02-01/nonvegetarian-submittings-short.mp4,8
1456,/videos/2020-02-01/nonvegetarian-submittings-long.mp4,34
930,/root/bucket4/embassages-precognoscing-short.mp4,8
382,/videos/2020-02-02/embassages-precognoscing-long.mp4,46
60,/root/bucket1/subperiods-rebegin-short.mp4,6
849,/videos/2020-02-02/subperiods-rebegin-long.mp4,25
543,/videos/2020-02-01/felching-shortarses-short.mp4,30
457,/root/bucket2/felching-shortarses-long.mp4,40
1977,/root/bucket3/avens-electroencephalographic-short.mp4,8
1172,/root/bucket5/avens-electroencephalographic-long.mp4,35
1062,/media/dungier-epiphysis-short.mp4,25
1218,/root/bucket5/dungier-epiphysis-long.mp4,34
1821,/videos/2020-02-04/gynaecia-stickhandle-short.mp4,25
432,/videos/2020-02-02/gynaecia-stickhandle-long.mp4,45
273,/root/bucket5/agaric-articulatenesses-short.mp4,21
1839,/videos/2020-02-04/agaric-articulatenesses-long.mp4,45
43,/root/bucket5/mitched-micromanipulations-short.mp4,24
200,/videos/2020-02-02/mitched-micromanipulations-long.mp4,27
902,/videos/2020-02-01/tableaus-repatriated-short.mp4,8
905,/root/bucket5/tableaus-repatriated-long.mp4,53
107,/videos/2020-02-02/mucins-culicine-short.mp4,21
1493,/root/bucket2/mucins-culicine-long.mp4,37
1287,/root/bucket3/prunted-outstation-short.mp4,22
218,/root/bucket1/prunted-outstation-long.mp4,26
1520,/media/preplanning-prostituted-short.mp4,23
42,/videos/2020-02-03/preplanning-prostituted-long.mp4,25
1707,/videos/2020-02-02/conjurer-outrocking-short.mp4,11
1437,/root/bucket4/conjurer-outrocking-long.mp4,53
1419,/root/bucket5/inclosures-whillywhaws-short.mp4,24
175,/media/inclosures-whillywhaws-long.mp4,33
392,/videos/2020-02-01/crankcase-nonequilibria-short.mp4,5
1074,/videos/2020-02-01/crankcase-nonequilibria-long.mp4,43
1351,/root/bucket5/pneumonias-dispassionately-short.mp4,29
1446,/root/bucket4/pneumonias-dispassionately-long.mp4,37
207,/root/bucket1/unelectrified-gallicise-short.mp4,15
836,/root/bucket3/unelectrified-gallicise-long.mp4,48
1692,/root/bucket4/gaggeries-chromotype-short.mp4,29
1015,/root/bucket3/gaggeries-chromotype-long.mp4,39
80,/media/avifaunas-perchlorate-short.mp4,21
225,/videos/2020-02-04/avifaunas-perchlorate-long.mp4,27
1300,/root/bucket3/inflictor-hydrosoma-short.mp4,24
455,/media/inflictor-hydrosoma-long.mp4,43
1282,/root/bucket2/portrayed-aldermanlike-short.mp4,15
1024,/videos/2020-02-01/portrayed-aldermanlike-long.mp4,33
1781,/root/bucket2/carboyed-microcyte-short.mp4,22
1503,/videos/2020-02-01/carboyed-microcyte-long.mp4,39
498,/videos/2020-02-02/upstep-rand-short.mp4,9
1459,/root/bucket2/upstep-rand-long.mp4,34
1586,/root/bucket3/maltsters-stethoscopists-short.mp4,11
367,/root/bucket4/maltsters-stethoscopists-long.mp4,44
844,/root/bucket3/guangos-infusions-short.mp4,28
1802,/root/bucket2/guangos-infusions-long.mp4,54
938,/videos/2020-02-04/lingers-quickbeam-short.mp4,15
1385,/root/bucket4/lingers-quickbeam-long.mp4,50
1693,/root/bucket2/woon-issues-short.mp4,19
490,/videos/2020-02-01/woon-issues-long.mp4,36
1508,/root/bucket3/effectualness-scathing-short.mp4,10
1450,/root/bucket1/effectualness-scathing-long.mp4,25
1510,/videos/2020-02-02/oanshagh-hindquarters-short.mp4,14
705,/videos/2020-02-01/oanshagh-hindquarters-long.mp4,33
841,/root/bucket1/podiums-lea-short.mp4,19
323,/videos/2020-02-03/podiums-lea-long.mp4,40
773,/root/bucket1/bouses-devitalizing-short.mp4,28
1313,/videos/2020-02-01/bouses-devitalizing-long.mp4,55
1049,/root/bucket2/cuneal-backspaces-short.mp4,12
36,/root/bucket1/cuneal-backspaces-long.mp4,42
82,/root/bucket1/gangsterdom-noncrisis-short.mp4,25
86,/videos/2020-02-01/gangsterdom-noncrisis-long.mp4,51
1522,/media/neafes-overadvertizing-short.mp4,21
1573,/root/bucket5/neafes-overadvertizing-long.mp4,60
1085,/videos/2020-02-03/seamanships-kalpas-short.mp4,6
914,/videos/2020-02-04/seamanships-kalpas-long.mp4,57
1626,/root/bucket1/enantiopathies-rechanging-short.mp4,15
1938,/root/bucket2/enantiopathies-rechanging-long.mp4,33
1568,/videos/2020-02-04/minbar-heediness-short.mp4,10
1443,/root/bucket2/minbar-heediness-long.mp4,50
65,/root/bucket4/retextured-unmerited-short.mp4,7
121,/root/bucket1/retextured-unmerited-long.mp4,25
483,/videos/2020-02-04/brawnily-chlorella-short.mp4,30
1004,/videos/2020-02-02/brawnily-chlorella-long.mp4,32
269,/root/bucket3/retrospecting-optics-short.mp4,21
866,/root/bucket1/retrospecting-optics-long.mp4,44
1461,/root/bucket1/blacktops-nummuline-short.mp4,30
1778,/root/bucket5/blacktops-nummuline-long.mp4,29
1838,/root/bucket5/underuse-microsleeps-short.mp4,7
331,/root/bucket5/underuse-microsleeps-long.mp4,26
1990,/root/bucket5/pervier-nasalise-short.mp4,7
284,/videos/2020-02-01/pervier-nasalise-long.mp4,56
774,/videos/2020-02-04/unctuously-refractometer-short.mp4,26
777,/root/bucket3/unctuously-refractometer-long.mp4,56
1649,/videos/2020-02-04/cliparts-synoicous-short.mp4,14
1498,/videos/2020-02-01/cliparts-synoicous-long.mp4,50
39,/root/bucket5/genealogize-maquiladoras-short.mp4,21
317,/media/genealogize-maquiladoras-long.mp4,34
1215,/root/bucket2/alchemical-supported-short.mp4,6
993,/root/bucket2/alchemical-supported-long.mp4,38
726,/videos/2020-02-03/hemitropous-semiofficially-short.mp4,10
979,/root/bucket2/hemitropous-semiofficially-long.mp4,43
198,/media/terracettes-mimer-short.mp4,8
334,/videos/2020-02-02/terracettes-mimer-long.mp4,52
1813,/videos/2020-02-01/autorotating-frijole-short.mp4,29
304,/root/bucket5/autorotating-frijole-long.mp4,31
889,/root/bucket4/chaffinches-quinquagesimal-short.mp4,10
231,/root/bucket5/chaffinches-quinquagesimal-long.mp4,53
112,/media/trevallys-gunneries-short.mp4,27
1081,/root/bucket3/trevallys-gunneries-long.mp4,47
822,/root/bucket1/bordereau-inquisitive-short.mp4,8
296,/videos/2020-02-02/bordereau-inquisitive-long.mp4,57
1652,/videos/2020-02-03/disaccording-storekeeping-short.mp4,25
1193,/videos/2020-02-02/disaccording-storekeeping-long.mp4,42
1970,/videos/2020-02-01/remixed-glorifies-short.mp4,17
1923,/videos/2020-02-04/remixed-glorifies-long.mp4,52
797,/root/bucket4/halogenation-dandyfunks-short.mp4,15
1096,/videos/2020-02-01/halogenation-dandyfunks-long.mp4,60
358,/videos/2020-02-01/braggartly-holstering-short.mp4,8
83,/root/bucket3/braggartly-holstering-long.mp4,51
1099,/root/bucket1/emption-snouty-short.mp4,19
1468,/root/bucket3/emption-snouty-long.mp4,39
800,/root/bucket4/duskened-aldohexose-short.mp4,9
1444,/root/bucket1/duskened-aldohexose-long.mp4,52
946,/root/bucket3/torridness-schemozzled-short.mp4,12
302,/videos/2020-02-03/torridness-schemozzled-long.mp4,60
749,/media/aidless-patronized-short.mp4,22
659,/root/bucket4/aidless-patronized-long.mp4,52
850,/root/bucket3/lollapalooza-unexploded-short.mp4,22
1622,/videos/2020-02-02/lollapalooza-unexploded-long.mp4,45
1082,/videos/2020-02-04/saliences-experiencer-short.mp4,15
1211,/videos/2020-02-04/saliences-experiencer-long.mp4,50
959,/videos/2020-02-03/aghas-trunksleeve-short.mp4,26
492,/root/bucket3/aghas-trunksleeve-long.mp4,57
1548,/media/pummelled-acidifies-short.mp4,30
1677,/media/pummelled-acidifies-long.mp4,50
1854,/root/bucket4/cardiologists-tonkers-short.mp4,6
995,/videos/2020-02-02/cardiologists-tonkers-long.mp4,26
893,/root/bucket4/kazillions-geomedicines-short.mp4,26
1600,/videos/2020-02-04/kazillions-geomedicines-long.mp4,45
1089,/root/bucket4/nickeliferous-pyrolas-short.mp4,29
731,/root/bucket5/nickeliferous-pyrolas-long.mp4,52
348,/root/bucket5/syncopation-methenamine-short.mp4,5
693,/root/bucket1/syncopation-methenamine-long.mp4,39
859,/root/bucket3/arithmophobias-battalions-short.mp4,15
684,/root/bucket3/arithmophobias-battalions-long.mp4,31
1824,/videos/2020-02-01/blockishly-undermines-short.mp4,14
333,/root/bucket4/blockishly-undermines-long.mp4,53
1570,/videos/2020-02-02/fleecy-epacts-short.mp4,26
1945,/videos/2020-02-02/fleecy-epacts-long.mp4,55
1343,/root/bucket4/okay-windsail-short.mp4,23
1167,/media/okay-windsail-long.mp4,32
804,/root/bucket1/pepperer-rustication-short.mp4,11
1770,/root/bucket2/pepperer-rustication-long.mp4,31
1235,/videos/2020-02-04/shipless-refinished-short.mp4,14
1157,/media/shipless-refinished-long.mp4,46
1408,/videos/2020-02-01/semilethal-vidimuses-short.mp4,10
1200,/root/bucket1/semilethal-vidimuses-long.mp4,57
1159,/media/extensionists-throaty-short.mp4,9
277,/media/extensionists-throaty-long.mp4,37
199,/videos/2020-02-03/conspirers-physiques-short.mp4,6
197,/root/bucket2/conspirers-physiques-long.mp4,47
1739,/root/bucket4/sinewless-eughen-short.mp4,7
567,/root/bucket2/sinewless-eughen-long.mp4,57
1276,/videos/2020-02-02/arachnophobes-whangam-short.mp4,6
1482,/root/bucket5/arachnophobes-whangam-long.mp4,36
565,/root/bucket2/workfare-gunboat-short.mp4,12
1103,/root/bucket4/workfare-gunboat-long.mp4,28
723,/videos/2020-02-03/eastlin-carbonadoing-short.mp4,29
1720,/root/bucket3/eastlin-carbonadoing-long.mp4,44
190,/media/strewments-calceolarias-short.mp4,9
746,/root/bucket3/strewments-calceolarias-long.mp4,42
1803,/videos/2020-02-02/laterising-aquaphobics-short.mp4,27
275,/root/bucket2/laterising-aquaphobics-long.mp4,48
1723,/videos/2020-02-04/hypophysectomies-carhopping-short.mp4,14
563,/root/bucket3/hypophysectomies-carhopping-long.mp4,57
1109,/videos/2020-02-02/onloads-ballyard-short.mp4,29
1658,/root/bucket2/onloads-ballyard-long.mp4,30
1065,/videos/2020-02-04/operosenesses-kiwifruit-short.mp4,6
1016,/videos/2020-02-04/operosenesses-kiwifruit-long.mp4,52
568,/root/bucket3/futhork-role-short.mp4,30
860,/root/bucket3/futhork-role-long.mp4,57
409,/root/bucket5/pressors-disanimate-short.mp4,6
1195,/videos/2020-02-03/pressors-disanimate-long.mp4,37
762,/media/starboarding-nephrotoxicities-short.mp4,20
30,/videos/2020-02-04/starboarding-nephrotoxicities-long.mp4,28
1960,/root/bucket3/roue-mallanders-short.mp4,14
458,/media/roue-mallanders-long.mp4,49
1002,/videos/2020-02-03/geo-intergranular-short.mp4,6
1629,/videos/2020-02-04/geo-intergranular-long.mp4,53
663,/videos/2020-02-01/excel-postilions-short.mp4,6
88,/videos/2020-02-02/excel-postilions-long.mp4,42
1710,/root/bucket3/immobilism-sugarcoat-short.mp4,17
1709,/root/bucket2/immobilism-sugarcoat-long.mp4,44
1714,/videos/2020-02-04/clabbers-tostada-short.mp4,15
1135,/videos/2020-02-03/clabbers-tostada-long.mp4,44
1239,/root/bucket1/cagyness-ferine-short.mp4,5
1368,/videos/2020-02-01/cagyness-ferine-long.mp4,40
1114,/root/bucket4/reprographic-centralization-short.mp4,17
1512,/root/bucket2/reprographic-centralization-long.mp4,50
1541,/root/bucket2/blastomeric-nincompoopery-short.mp4,16
679,/root/bucket3/blastomeric-nincompoopery-long.mp4,40
1278,/root/bucket3/undepreciated-dankly-short.mp4,26
1086,/videos/2020-02-04/undepreciated-dankly-long.mp4,35
549,/videos/2020-02-03/expressiveness-gulfweeds-short.mp4,6
219,/videos/2020-02-04/expressiveness-gulfweeds-long.mp4,52
1856,/root/bucket1/tautologisms-pickin-short.mp4,13
412,/videos/2020-02-01/tautologisms-pickin-long.mp4,39
662,/videos/2020-02-03/bandas-chinaman-short.mp4,11
1734,/root/bucket2/bandas-chinaman-long.mp4,51
1292,/root/bucket3/dimethylhydrazines-quicksilver-short.mp4,24
1680,/videos/2020-02-02/dimethylhydrazines-quicksilver-long.mp4,51
733,/root/bucket4/nonathlete-overtreated-short.mp4,6
676,/root/bucket2/nonathlete-overtreated-long.mp4,53
1238,/videos/2020-02-03/fallfish-stripiness-short.mp4,6
1374,/videos/2020-02-01/fallfish-stripiness-long.mp4,39
894,/media/smalminess-shisos-short.mp4,20
1014,/videos/2020-02-01/smalminess-shisos-long.mp4,42
1732,/root/bucket4/relieved-utilitarianized-short.mp4,12
1318,/root/bucket1/relieved-utilitarianized-long.mp4,59
1115,/videos/2020-02-03/mathematician-beekeepers-short.mp4,24
